"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"Q7"	"Q8"	"Q9"	"Q10"	"Gender"
"2099"	4	4	4	4	2	4	3	2	3	2	1
"2100"	2	3	3	1	4	2	4	3	4	4	1
"2101"	1	1	1	1	1	3	2	2	1	1	1
"2102"	2	3	3	2	3	3	2	2	1	2	1
"2103"	1	3	2	2	1	4	4	2	2	1	1
"2104"	1	2	2	1	2	4	2	1	4	2	1
"2105"	3	3	4	3	4	4	4	4	4	3	1
"2106"	3	2	1	1	2	1	1	1	1	1	1
"2107"	2	1	1	2	1	3	2	3	3	3	1
"2108"	3	3	4	4	2	4	3	3	1	1	1
"2109"	3	2	3	3	1	4	1	3	4	4	1
"2110"	3	2	2	1	2	3	2	2	4	3	1
"2111"	3	4	4	3	4	4	3	3	1	3	1
"2112"	3	2	3	2	3	4	4	3	3	2	1
"2113"	2	2	2	1	2	3	2	1	1	4	1
"2114"	4	3	3	3	1	4	3	2	1	3	1
"2115"	3	4	2	3	4	4	4	4	4	4	1
"2116"	4	3	2	1	2	3	2	2	1	4	1
"2117"	2	3	4	3	4	4	4	4	4	4	1
"2118"	3	3	2	2	1	2	1	2	1	4	1
"2119"	3	4	3	2	4	3	2	2	3	4	1
"2120"	2	1	3	1	2	3	1	3	3	2	1
"2121"	1	3	3	1	3	4	3	3	4	1	1
"2122"	2	2	1	2	1	2	1	1	1	1	1
"2123"	1	1	1	1	1	2	1	1	2	1	1
"2124"	2	2	3	3	3	3	3	3	3	4	1
"2125"	2	2	2	2	2	3	2	2	2	2	1
"2126"	3	3	3	1	2	4	2	3	2	3	1
"2127"	3	4	2	3	3	3	3	3	3	2	1
"2128"	1	1	2	1	1	4	1	1	3	3	1
"2129"	1	1	1	1	1	4	1	1	1	1	1
"2130"	3	2	2	1	4	4	4	3	1	4	1
"2131"	3	3	2	2	2	4	1	2	3	4	1
"2132"	4	4	4	4	4	4	4	4	4	4	1
"2133"	2	1	2	2	1	3	1	1	1	1	1
"2134"	4	2	2	1	1	1	2	2	2	2	1
"2135"	2	1	1	1	1	3	1	1	2	1	1
"2136"	4	4	4	4	4	4	4	4	4	4	1
"2137"	3	3	3	2	2	3	2	3	3	4	1
"2138"	4	3	3	3	1	4	2	2	1	3	1
"2139"	4	4	4	4	4	4	4	4	4	4	1
"2140"	4	4	2	1	3	4	4	4	4	2	1
"2141"	2	2	2	3	2	2	4	2	2	1	1
"2142"	2	3	2	1	1	3	1	2	3	1	1
"2143"	1	1	1	1	1	2	1	1	1	1	1
"2144"	2	4	3	3	4	4	4	2	3	4	1
"2145"	3	3	4	3	4	4	3	4	3	4	1
"2146"	1	1	1	1	1	1	1	1	1	1	1
"2147"	1	1	1	1	1	2	1	1	1	2	1
"2148"	3	2	3	4	4	4	4	4	4	4	1
"2149"	1	1	1	1	1	2	1	1	1	1	1
"2150"	3	2	2	1	4	4	2	3	2	2	1
"2151"	4	4	4	3	3	3	4	4	4	4	1
"2152"	2	4	2	2	1	3	1	2	2	4	1
"2153"	1	1	3	2	2	3	1	3	2	4	1
"2154"	4	4	4	4	2	4	3	2	2	2	1
"2155"	3	2	2	2	4	4	4	4	4	2	1
"2156"	2	1	2	1	2	3	2	2	2	1	1
"2157"	3	2	1	2	3	4	3	3	3	4	1
"2158"	2	2	2	1	2	4	2	2	4	4	1
"2159"	3	2	2	3	4	3	3	2	2	4	1
"2160"	2	3	3	1	1	4	2	1	3	3	1
"2161"	1	1	1	1	1	2	1	2	1	1	1
"2162"	2	1	1	1	1	2	2	1	2	2	1
"2163"	4	4	4	1	4	4	4	4	1	4	1
"2164"	3	3	2	2	4	4	2	3	2	4	1
"2165"	2	1	1	2	1	3	2	2	1	1	1
"2166"	2	2	2	1	2	4	3	3	4	1	1
"2167"	2	3	3	4	1	4	2	4	4	4	1
"2168"	1	1	1	2	1	3	1	1	1	2	1
"2169"	2	3	3	1	1	3	2	3	4	3	1
"2170"	2	2	2	1	2	2	2	2	3	3	1
"2171"	3	4	4	3	4	4	4	4	4	4	1
"2172"	3	3	3	2	4	4	3	3	4	4	1
"2173"	4	3	2	2	2	2	3	3	4	3	1
"2174"	1	1	1	1	2	3	2	1	2	3	1
"2175"	1	2	2	2	2	2	2	2	2	2	1
"2176"	1	1	1	1	1	2	1	1	2	2	1
"2177"	2	3	3	2	2	4	2	2	3	4	1
"2178"	3	2	1	4	2	4	4	4	4	4	1
"2179"	4	4	4	4	4	4	4	4	4	2	1
"2180"	2	1	1	1	1	2	1	1	2	2	1
"2181"	3	3	3	2	3	2	3	2	2	3	1
"2182"	3	3	3	3	3	3	3	3	3	3	1
"2183"	4	3	2	1	2	3	3	3	3	1	1
"2184"	1	1	1	1	1	2	1	1	2	4	1
"2185"	3	3	4	3	3	4	4	3	3	2	1
"2186"	1	2	4	3	1	1	1	1	1	1	1
"2187"	4	3	3	2	4	4	2	3	1	4	1
"2188"	1	3	2	2	1	2	1	3	2	1	1
"2189"	1	3	3	4	4	4	4	3	4	2	1
"2190"	2	2	2	1	3	4	3	3	4	2	1
"2191"	2	2	3	3	2	4	3	3	4	2	1
"2192"	2	1	2	1	1	2	1	1	2	1	1
"2193"	2	1	2	1	1	4	1	1	3	2	1
"2194"	1	2	2	2	4	4	4	4	4	4	1
"2195"	1	2	2	2	2	3	1	1	2	2	1
"2196"	4	4	4	4	2	3	4	3	4	1	1
"2197"	2	1	1	2	1	2	1	2	1	2	1
"2198"	4	4	4	3	3	4	4	4	4	3	1
"2199"	2	1	2	1	1	2	2	1	1	1	1
"2200"	3	2	2	2	2	4	2	3	3	3	1
"2201"	1	1	1	1	1	2	1	1	1	1	2
"2202"	2	1	1	1	2	4	1	1	4	2	2
"2203"	2	1	1	1	1	2	2	1	1	1	2
"2204"	2	1	1	1	2	4	1	1	1	1	2
"2205"	4	3	3	2	4	4	4	4	4	4	2
"2206"	1	1	1	1	1	2	1	1	1	1	2
"2207"	2	1	2	1	3	4	1	2	2	2	2
"2208"	4	3	4	3	3	4	2	3	1	4	2
"2209"	3	3	3	3	4	4	4	3	3	3	2
"2210"	1	3	3	2	4	3	2	4	4	2	2
"2211"	3	2	2	1	4	4	3	4	4	1	2
"2212"	2	1	1	1	3	4	2	3	4	4	2
"2213"	2	1	1	1	1	3	2	2	1	1	2
"2214"	2	3	4	4	4	4	3	4	3	2	2
"2215"	2	4	2	4	2	2	1	1	4	4	2
"2216"	2	2	1	1	1	3	1	1	1	1	2
"2217"	1	1	1	1	1	3	1	1	1	3	2
"2218"	3	2	1	1	4	4	2	3	2	3	2
"2219"	2	2	2	2	3	3	3	3	3	2	2
"2220"	1	1	2	1	3	4	1	2	1	1	2
"2221"	1	1	2	1	1	4	4	2	4	4	2
"2222"	3	3	4	4	4	4	4	4	4	3	2
"2223"	1	1	1	1	1	2	1	1	1	1	2
"2224"	2	4	2	2	2	4	2	3	1	1	2
"2225"	1	1	2	1	1	4	2	2	1	1	2
"2226"	2	2	2	1	2	4	2	2	2	2	2
"2227"	3	2	3	2	2	4	2	3	4	4	2
"2228"	2	1	1	1	1	1	2	1	1	1	2
"2229"	4	3	4	4	4	4	4	4	4	4	2
"2230"	1	1	2	1	2	2	1	1	2	2	2
"2231"	1	1	1	1	2	2	1	1	1	1	2
"2232"	1	3	2	1	2	4	2	2	4	2	2
"2233"	2	2	1	1	1	2	1	1	2	1	2
"2234"	3	3	4	2	2	4	4	4	4	2	2
"2235"	2	3	4	3	4	4	3	4	4	2	2
"2236"	2	1	1	2	1	2	2	1	2	1	2
"2237"	2	2	2	3	2	3	3	2	4	1	2
"2238"	2	1	1	1	1	2	1	1	1	1	2
"2239"	1	1	1	1	1	4	1	1	1	1	2
"2240"	4	2	3	2	4	2	3	3	3	3	2
"2241"	1	3	3	2	2	4	2	2	2	1	2
"2242"	1	1	1	1	1	2	1	1	1	1	2
"2243"	3	4	4	4	4	4	3	3	3	3	2
"2244"	2	3	3	2	2	4	4	3	4	2	2
"2245"	2	1	2	2	1	2	2	2	2	1	2
"2246"	3	2	3	2	4	3	3	3	3	3	2
"2247"	2	1	1	3	1	2	1	1	1	3	2
"2248"	3	1	1	3	3	1	1	4	2	1	2
"2249"	4	4	3	4	2	4	2	2	2	4	2
"2250"	3	3	2	3	2	3	3	4	4	4	2
"2251"	2	2	2	3	2	2	2	3	2	2	2
"2252"	1	1	1	1	4	4	4	4	4	3	2
"2253"	3	3	4	2	4	3	2	3	2	4	2
"2254"	2	1	1	1	2	3	1	2	3	1	2
"2255"	3	2	2	2	3	3	2	2	2	3	2
"2256"	2	3	3	2	1	4	1	2	1	1	2
"2257"	1	2	3	1	2	4	2	4	4	3	2
"2258"	2	2	3	3	4	4	3	2	4	1	2
"2259"	4	4	4	4	2	3	4	4	4	3	2
"2260"	1	1	1	1	1	4	1	3	4	2	2
"2261"	3	2	1	2	1	4	2	1	2	4	2
"2262"	4	4	4	4	4	4	4	4	4	4	2
"2263"	4	2	2	1	1	4	2	3	1	1	2
"2264"	3	2	1	1	2	2	4	1	2	1	2
"2265"	4	4	4	1	4	4	2	4	4	4	2
"2266"	2	2	3	3	2	3	2	2	2	3	2
"2267"	4	3	2	2	2	3	2	3	3	4	2
"2268"	2	2	4	2	2	4	3	3	3	3	2
"2269"	3	3	3	1	3	4	4	2	1	4	2
"2270"	2	1	2	3	1	2	1	2	4	1	2
"2271"	2	2	3	1	2	4	2	3	4	4	2
"2272"	2	1	1	2	2	2	1	1	1	2	2
"2273"	2	3	2	2	3	2	3	3	3	2	2
"2274"	4	3	2	1	2	4	2	1	1	4	2
"2275"	4	4	3	2	4	2	4	4	3	2	2
"2276"	2	2	3	2	2	4	2	3	2	4	2
"2277"	4	4	4	4	4	4	4	4	4	4	2
"2278"	4	3	4	2	4	4	3	4	4	4	2
"2279"	2	1	1	1	1	3	1	1	3	2	2
"2280"	1	1	2	2	2	3	1	2	3	1	2
"2281"	1	2	2	1	3	3	3	2	2	2	2
"2282"	3	3	3	2	2	4	2	1	1	3	2
"2283"	4	4	2	2	2	4	2	3	3	4	2
"2284"	1	1	1	1	1	1	1	1	1	1	2
"2285"	1	2	3	2	4	4	3	3	2	3	2
"2286"	3	3	2	3	1	3	1	1	3	1	2
"2287"	4	4	3	3	4	4	2	4	3	3	2
"2288"	2	3	4	4	2	3	3	3	3	3	2
"2289"	2	2	2	3	2	4	3	2	4	1	2
"2290"	1	1	1	1	1	2	2	1	1	1	2
"2291"	2	1	4	3	3	4	1	1	1	3	2
"2292"	1	2	1	1	1	1	1	1	1	1	2
"2293"	1	1	4	1	3	4	2	3	1	4	2
"2294"	2	3	3	3	3	3	3	3	3	3	2
"2295"	2	2	3	1	2	4	2	2	2	3	2
"2296"	1	1	1	1	1	4	1	2	4	2	2
"2297"	1	1	2	2	2	2	3	2	3	1	2
"2298"	1	1	2	1	4	4	4	3	1	1	2
"2299"	4	2	2	1	4	4	3	3	1	1	2
"2300"	4	3	1	4	4	3	3	3	3	2	2
"2301"	4	4	4	4	4	4	4	4	4	4	2
"2302"	1	1	1	1	1	1	1	1	1	1	2
"2303"	2	2	4	4	1	3	1	1	3	1	2
"2304"	3	3	3	3	2	4	1	2	3	4	2
"2305"	2	2	1	1	1	2	1	2	2	3	2
"2306"	2	2	3	3	3	3	3	3	3	4	2
"2307"	4	4	4	4	3	4	4	1	2	3	2
"2308"	4	4	3	2	2	4	3	2	4	4	2
"2309"	1	1	1	1	4	4	1	3	3	1	2
"2310"	2	1	2	1	3	4	2	2	3	3	2
"2311"	4	4	4	4	3	4	4	4	4	4	2
"2312"	1	1	2	2	1	1	1	1	1	2	2
"2313"	1	1	2	1	2	2	1	1	1	1	2
"2314"	3	4	3	3	4	4	4	4	4	3	2
"2315"	2	3	4	4	4	4	3	3	2	2	2
"2316"	1	1	1	1	1	4	1	2	1	3	2
"2317"	2	1	2	2	2	4	2	2	3	2	2
"2318"	4	4	2	2	1	3	2	3	4	2	2
"2319"	4	4	4	3	4	4	4	4	4	4	2
"2320"	2	1	1	1	1	1	1	1	1	1	2
"2321"	4	1	3	1	2	4	3	3	1	3	2
"2322"	4	4	4	4	4	4	3	4	4	4	2
"2323"	4	3	3	4	3	4	3	4	3	3	2
"2324"	3	3	2	2	4	4	3	4	3	3	2
"2325"	4	4	4	2	4	4	3	3	3	4	2
"2326"	3	3	3	3	4	4	3	3	3	4	2
"2327"	2	3	3	2	4	4	2	3	4	4	2
"2328"	4	3	4	3	4	4	4	4	4	4	2
"2329"	2	2	4	4	3	4	1	2	2	1	2
"2330"	4	4	4	3	4	4	3	4	4	4	2
"2331"	2	1	1	1	3	3	1	1	1	2	2
"2332"	1	1	1	1	1	2	2	1	3	1	2
"2333"	4	4	4	4	4	4	4	4	4	4	2
"2334"	1	2	1	2	3	1	2	3	3	2	2
"2335"	1	1	2	1	3	3	2	2	2	1	2
"2336"	2	2	1	2	2	2	2	2	3	1	2
"2337"	4	4	3	2	3	3	4	2	3	4	2
"2338"	1	1	1	2	1	2	1	1	2	1	2
"2339"	1	1	1	1	2	3	1	1	1	1	2
"2340"	3	3	4	4	3	4	4	4	4	4	2
"2341"	4	1	1	1	4	4	1	2	1	4	2
"2342"	2	2	3	3	3	3	1	2	3	2	2
"2343"	2	1	2	1	1	3	1	1	2	4	2
"2344"	2	2	4	2	4	4	1	3	3	1	2
"2345"	2	2	2	1	1	2	3	3	4	3	2
"2346"	2	2	1	1	1	4	1	3	2	2	2
"2347"	3	2	2	2	4	3	3	3	2	2	2
"2348"	4	4	3	3	3	4	2	2	2	4	2
"2349"	4	4	2	4	4	4	4	4	4	3	2
"2350"	1	1	1	1	1	2	1	1	1	1	2
"2351"	4	4	2	2	2	4	2	3	1	4	2
"2352"	4	2	4	1	4	4	4	3	1	3	2
"2353"	3	3	3	3	3	3	3	3	3	3	2
"2354"	1	1	1	1	2	1	1	1	1	4	2
"2355"	1	1	1	1	1	2	1	1	1	1	2
"2356"	4	4	3	3	3	3	2	3	1	4	2
"2357"	2	1	1	1	1	3	2	2	3	2	2
"2358"	1	1	1	1	1	2	1	1	1	1	2
"2359"	3	3	3	2	2	4	4	2	4	3	2
"2360"	3	3	4	3	2	3	1	1	3	4	2
"2361"	4	4	4	4	4	4	4	4	4	4	2
"2362"	1	1	3	1	1	4	1	3	1	2	2
"2363"	2	2	1	2	2	2	1	3	2	3	2
"2364"	1	1	1	1	1	2	1	1	2	2	2
"2365"	4	4	4	2	4	4	3	4	4	1	2
"2366"	3	2	1	2	2	1	2	2	1	3	2
"2367"	2	1	1	1	1	2	1	1	1	1	2
"2368"	4	4	3	3	2	2	2	2	4	2	2
"2369"	1	1	1	1	2	2	1	2	2	1	2
"2370"	1	1	1	1	1	4	1	2	4	4	2
"2371"	4	4	4	3	4	4	4	3	3	4	2
"2372"	1	2	1	1	1	2	1	1	1	1	2
"2373"	1	3	4	3	2	4	4	1	3	2	2
"2374"	3	2	2	3	2	4	1	2	4	3	2
"2375"	2	3	2	1	1	4	2	1	1	3	2
"2376"	4	4	3	1	2	4	2	3	4	4	2
"2377"	4	4	3	3	4	3	4	4	3	3	2
"2378"	4	4	4	4	3	4	4	4	2	4	2
"2379"	1	2	4	3	1	4	1	1	4	1	2
"2380"	4	3	3	2	4	4	3	4	4	1	2
"2381"	1	1	1	1	1	2	1	1	1	1	2
"2382"	2	3	3	4	4	4	3	2	3	4	2
"2383"	2	3	2	1	1	1	2	2	1	1	2
"2384"	3	3	3	3	3	3	3	2	3	3	2
"2385"	3	3	2	3	3	3	3	3	4	4	2
"2386"	1	2	1	1	1	2	1	1	1	1	2
"2387"	2	1	3	3	3	4	3	3	4	4	2
"2388"	3	2	1	2	3	2	3	2	2	1	2
"2389"	1	2	2	1	1	4	2	2	4	1	2
"2390"	4	4	3	3	3	3	3	3	3	3	2
"2391"	1	2	1	1	1	4	1	3	4	1	2
"2392"	4	3	3	3	4	4	4	3	4	4	2
"2393"	3	2	3	2	4	4	1	3	3	1	2
"2394"	1	1	1	1	1	1	1	1	2	2	2
"2395"	3	1	2	2	2	4	2	2	3	3	2
"2396"	4	4	3	3	3	4	4	4	3	3	2
"2397"	1	1	1	4	4	4	1	2	3	1	2
"2398"	2	4	2	3	2	4	3	3	4	2	2
"2399"	2	2	2	2	2	4	2	3	3	2	2
"2400"	1	1	2	2	1	3	1	2	1	1	2
"2401"	1	1	1	1	3	3	2	3	2	1	2
"2402"	3	3	3	1	3	3	2	2	2	3	2
"2403"	3	3	4	4	2	2	3	3	4	3	2
"2404"	3	3	3	3	3	3	3	3	3	2	2
"2405"	2	1	2	1	1	4	1	1	1	2	2
"2406"	1	1	2	1	4	4	1	1	2	2	2
"2407"	4	3	4	4	3	4	4	2	3	2	2
"2408"	4	3	3	3	4	4	4	4	4	3	2
"2409"	2	3	1	1	2	4	1	1	3	3	2
"2410"	4	4	4	4	4	4	3	4	4	3	2
"2411"	1	1	2	1	2	1	1	1	2	1	2
"2412"	2	3	3	2	3	4	3	3	4	2	2
"2413"	1	1	1	1	1	1	1	1	1	1	2
"2414"	2	2	3	4	2	4	3	3	4	2	2
"2415"	2	2	1	2	1	1	1	1	1	2	2
"2416"	2	1	1	1	2	3	2	2	2	3	2
"2417"	1	1	1	1	2	2	1	2	2	1	2
"2418"	3	4	4	2	4	3	4	4	1	1	2
"2419"	3	3	4	4	4	3	3	4	4	3	2
"2420"	1	1	2	2	1	4	2	1	3	2	2
"2421"	4	3	2	3	2	4	3	4	4	2	2
"2422"	1	1	2	1	3	3	1	1	4	1	2
"2423"	4	2	2	2	4	4	4	4	4	4	2
"2424"	4	1	3	1	2	4	2	3	3	4	2
"2425"	1	1	1	1	1	1	1	1	1	1	2
"2426"	3	2	2	2	2	4	2	3	3	4	2
"2427"	2	2	2	3	3	3	1	1	3	3	2
"2428"	1	1	1	1	2	4	1	2	3	1	2
"2429"	4	3	1	2	3	4	3	3	2	4	2
"2430"	1	1	1	1	1	3	1	1	3	1	2
"2431"	2	2	2	2	1	4	4	2	4	2	2
"2432"	4	4	4	3	4	4	3	4	3	4	2
"2433"	2	2	1	3	2	4	2	2	3	4	2
"2434"	1	1	1	1	1	1	1	1	1	1	2
"2435"	3	2	2	3	4	4	3	3	3	3	2
"2436"	2	2	1	1	2	2	2	2	2	3	2
"2437"	1	1	1	1	2	2	1	1	2	2	2
"2438"	4	2	4	4	3	3	3	2	2	4	2
"2439"	3	1	1	1	1	1	1	1	1	4	2
"2440"	3	2	3	3	4	3	4	4	3	4	2
"2441"	2	2	1	1	2	2	1	2	1	1	2
"2442"	3	3	3	3	3	3	3	3	3	1	2
"2443"	1	1	2	1	1	2	1	1	1	1	2
"2444"	2	4	4	3	4	4	4	4	3	2	2
"2445"	1	1	1	1	2	2	1	1	2	1	2
"2446"	1	1	2	2	3	4	2	3	2	2	2
"2447"	1	2	1	2	2	2	1	4	2	1	2
"2448"	3	3	1	2	1	1	3	2	1	3	2
"2449"	2	2	2	2	2	3	3	2	2	2	2
"2450"	2	2	2	3	3	4	3	3	4	3	2
"2451"	2	2	1	2	2	4	1	1	3	4	2
"2452"	4	4	4	4	4	4	4	4	4	4	2
"2453"	1	2	2	3	1	3	2	2	2	2	2
"2454"	2	2	3	3	2	4	2	3	2	1	2
"2455"	2	2	1	2	3	1	1	1	1	1	2
"2456"	3	3	3	3	4	4	4	3	3	3	2
"2457"	4	3	2	1	3	3	2	3	2	3	2
"2458"	3	4	4	3	4	4	4	4	4	4	2
"2459"	4	2	1	2	1	4	2	2	1	1	2
"2460"	4	1	2	1	4	4	2	2	3	4	2
"2461"	2	1	2	2	1	2	1	1	1	4	2
"2462"	1	1	1	1	1	3	1	1	1	1	2
"2463"	1	1	1	1	4	4	1	1	1	2	2
"2464"	2	2	3	2	3	4	4	4	3	2	2
"2465"	3	3	4	3	3	4	3	3	1	2	2
"2466"	2	1	1	1	2	2	1	1	1	1	2
"2467"	1	3	3	2	3	1	4	4	4	1	2
"2468"	4	4	2	2	4	4	4	3	4	4	2
"2469"	1	2	1	1	2	2	2	1	1	2	2
"2470"	1	1	2	1	2	2	2	2	1	2	2
"2471"	4	4	4	4	4	4	4	4	4	4	2
"2472"	2	1	2	3	2	4	2	3	3	2	2
"2473"	3	3	3	2	4	4	4	4	4	4	2
"2474"	4	3	3	2	3	4	2	3	1	1	2
"2475"	1	1	1	2	2	3	4	1	2	3	2
"2476"	1	2	1	1	2	1	2	2	1	1	2
"2477"	3	2	2	2	2	4	2	2	3	4	2
"2478"	2	2	2	2	2	4	2	3	4	2	2
"2479"	4	2	3	3	4	4	3	2	4	4	2
"2480"	2	1	1	2	2	3	2	3	3	3	2
"2481"	1	1	2	2	2	3	2	1	2	2	2
"2482"	4	4	4	2	4	4	4	4	4	4	2
"2483"	1	2	1	1	2	4	1	3	3	4	2
"2484"	2	1	1	1	1	3	1	2	2	2	2
"2485"	4	3	3	3	4	4	3	4	2	4	2
"2486"	3	4	4	4	3	3	4	3	4	1	2
"2487"	2	3	2	1	2	4	2	2	4	2	2
"2488"	1	2	1	1	2	2	1	1	1	1	2
"2489"	1	2	4	3	4	2	3	2	2	1	2
"2490"	2	3	3	3	3	4	3	3	3	3	2
"2491"	1	1	3	1	2	3	2	1	1	2	2
"2492"	1	2	2	1	2	3	3	2	2	2	2
"2493"	2	2	2	2	1	2	1	2	1	4	2
"2494"	4	2	2	1	2	3	4	4	3	2	2
"2495"	3	3	3	4	4	4	3	3	2	3	2
"2496"	2	2	3	1	3	3	2	3	3	3	2
"2497"	3	3	2	1	1	3	2	2	4	1	2
"2498"	1	1	1	1	2	3	1	1	3	1	2
"2499"	1	1	1	1	3	3	2	2	4	1	2
"2500"	2	4	4	3	4	4	2	3	4	2	2
"2501"	1	2	1	1	1	1	1	1	1	1	2
"2502"	1	1	1	1	1	2	1	1	2	1	2
"2503"	2	2	1	2	1	2	3	3	4	4	2
"2504"	2	1	1	1	1	1	1	1	1	1	2
"2505"	4	3	2	2	2	4	1	2	2	4	2
"2506"	4	3	3	3	4	4	2	3	2	4	2
"2507"	2	2	2	2	4	4	3	3	1	4	2
"2508"	2	3	2	1	3	4	2	1	2	2	2
"2509"	2	2	2	1	2	4	2	3	1	3	2
"2510"	4	4	4	4	4	4	4	4	4	4	2
"2511"	3	3	3	3	2	2	1	2	2	3	2
"2512"	1	1	1	1	1	1	1	2	2	1	2
"2513"	1	1	2	1	2	4	1	2	1	3	2
"2514"	4	3	2	2	3	4	3	1	3	4	2
"2515"	3	3	3	2	3	4	3	2	4	3	2
"2516"	2	2	3	3	1	2	2	2	3	3	2
"2517"	3	2	2	2	3	3	2	2	2	3	2
"2518"	1	1	1	1	1	3	1	1	2	1	2
"2519"	4	4	4	4	4	4	3	3	3	4	2
"2520"	1	1	1	1	2	4	1	1	2	2	2
"2521"	3	3	2	1	1	2	1	2	2	2	2
"2522"	2	2	2	2	1	3	2	2	1	3	2
"2523"	1	2	3	1	2	3	1	2	3	2	2
"2524"	2	2	2	1	2	1	2	2	1	1	2
"2525"	3	2	2	1	3	4	4	2	3	4	2
"2526"	4	4	4	4	4	3	4	3	3	4	2
"2527"	1	1	2	1	1	3	2	2	2	1	2
"2528"	4	4	4	4	4	4	4	4	4	4	2
"2529"	3	3	2	2	3	4	3	3	3	4	2
"2530"	2	3	4	3	4	3	4	1	2	4	2
"2531"	1	1	1	4	4	4	3	4	3	4	2
"2532"	4	4	2	2	3	3	2	2	3	4	2
"2533"	2	1	1	1	1	2	1	1	2	1	2
"2534"	4	3	4	4	3	4	3	3	4	4	2
"2535"	2	2	2	1	3	3	2	3	2	2	2
"2536"	4	3	1	3	1	4	3	3	3	4	2
"2537"	1	1	1	1	1	2	2	1	1	1	2
"2538"	2	1	1	1	1	2	2	2	3	1	2
"2539"	1	1	3	2	4	4	3	3	2	2	2
"2540"	1	3	3	3	3	3	3	3	3	1	2
"2541"	2	1	1	1	2	2	1	1	1	3	2
"2542"	2	3	2	2	4	4	2	3	2	3	2
"2543"	1	1	2	1	1	4	1	1	4	3	2
"2544"	2	2	1	1	1	2	1	1	1	1	2
"2545"	4	2	3	1	1	4	1	1	1	4	2
"2546"	2	2	3	1	2	2	1	2	2	3	2
"2547"	3	2	2	1	1	4	3	2	1	1	2
"2548"	2	1	2	1	4	4	1	1	2	4	2
"2549"	2	3	4	3	4	3	2	3	2	2	2
"2550"	4	4	4	4	4	4	4	4	4	4	2
"2551"	2	1	1	1	1	1	1	1	1	1	2
"2552"	3	2	2	2	1	4	3	3	3	4	2
"2553"	1	2	1	1	2	4	4	3	1	4	2
"2554"	4	3	3	3	1	4	3	3	4	3	2
"2555"	1	1	2	2	1	2	1	1	3	1	2
"2556"	4	3	4	2	3	4	2	2	2	4	2
"2557"	2	2	2	1	3	2	3	3	1	1	2
"2558"	4	3	3	2	4	4	2	2	2	4	2
"2559"	3	4	4	3	4	4	4	4	4	4	2
"2560"	1	1	1	1	1	2	1	1	1	1	2
"2561"	1	2	1	1	1	2	1	1	2	1	2
"2562"	3	3	4	2	3	4	3	4	4	2	2
"2563"	3	4	2	1	4	4	3	2	3	4	2
"2564"	2	1	1	1	1	3	2	1	2	3	2
"2565"	4	4	4	2	3	4	3	4	4	4	2
"2566"	4	3	3	1	1	3	2	1	2	1	2
"2567"	1	1	1	2	1	1	1	1	1	1	2
"2568"	2	3	2	2	1	2	1	2	2	1	2
"2569"	1	1	1	1	2	3	1	1	1	1	2
"2570"	3	4	3	4	3	4	3	3	3	4	2
"2571"	4	3	2	2	4	4	3	4	4	4	2
"2572"	4	4	4	4	4	4	3	3	4	4	2
"2573"	1	2	1	1	1	1	2	1	1	1	2
"2574"	2	1	1	1	3	3	2	2	1	4	2
"2575"	3	2	1	1	3	4	2	4	4	4	2
"2576"	3	1	2	4	3	4	3	4	4	3	2
"2577"	2	1	3	2	4	4	3	4	4	3	2
"2578"	1	3	3	2	2	1	2	1	4	1	2
"2579"	4	2	2	2	2	4	3	2	1	4	2
"2580"	1	2	1	1	2	4	1	1	2	2	2
"2581"	2	1	1	1	1	1	1	1	1	2	2
"2582"	2	2	2	1	1	3	1	1	4	1	2
"2583"	2	1	1	1	3	2	4	2	1	1	2
"2584"	4	3	4	4	4	4	3	4	1	4	2
"2585"	2	3	4	3	3	4	2	2	2	3	2
"2586"	1	1	1	1	1	4	1	1	2	1	2
"2587"	2	2	1	1	1	1	1	1	1	1	2
"2588"	1	1	2	3	2	3	3	1	1	4	2
"2589"	2	3	2	3	4	4	3	3	4	3	2
"2590"	3	2	2	1	2	3	3	1	3	1	2
"2591"	2	4	2	4	2	1	1	1	1	1	2
"2592"	3	2	3	1	3	4	4	3	4	1	2
"2593"	1	2	1	1	1	2	1	1	3	2	2
"2594"	1	1	2	1	3	4	2	2	3	3	2
"2595"	4	3	3	2	4	4	3	4	4	3	2
"2596"	2	2	3	2	3	4	2	2	1	3	2
"2597"	2	2	1	1	1	3	1	2	4	1	2
"2598"	3	4	4	3	4	4	4	4	4	2	2
"2599"	4	4	4	2	2	3	3	3	3	4	2
"2600"	1	1	1	1	1	4	1	2	2	2	2
"2601"	4	3	2	4	3	4	3	3	4	4	2
"2602"	2	2	2	2	2	4	4	3	4	4	2
"2603"	2	2	2	1	2	3	2	2	3	2	2
"2604"	1	1	1	1	1	3	1	1	1	1	2
"2605"	1	1	1	1	2	2	1	1	1	2	2
"2606"	1	2	2	2	2	2	1	2	2	2	2
"2607"	2	2	4	1	4	4	2	3	4	4	2
"2608"	3	4	3	3	4	2	3	4	2	1	2
"2609"	2	2	2	1	2	3	2	2	4	4	2
"2610"	4	2	2	3	2	4	4	2	2	4	2
"2611"	1	4	4	2	3	4	3	3	4	1	2
"2612"	1	1	1	1	1	2	3	1	3	1	2
"2613"	2	1	3	2	3	4	4	3	3	3	2
"2614"	3	2	2	2	1	3	2	2	1	1	2
